교과목명,주담당교수
농식품유통연구,김완배
농업발전연구,김한호
응용기술경제학연구,정진화
농식품유통의 이론과 실제,김완배
농관련산업과 푸드시스템,김관수
바이오에너지경제학,권오상
공간경제 계량분석,손민수
지역정보세미나 2,이성우
숲가꾸기와 생태관리학 및 실험,박필선
학술림현장실습,정주상
산림자원정책학특강,전재경
공학목재 및 실험,이전제
목재절삭학특강,여환명
특수임산자원이용,최인규
목재기계적성질론,이전제
대학원논문연구,이전제
식품가공·저장학2,장판식
동물자원과학실험,조철훈
동물번식학 및 실험,임정묵
동물환경공학 및 실험,최홍림
생체분자개론,김용노
농업기계분석과 설계,이중용
바이오시스템공학세미나,김학진
바이오시스템공학세미나 2,김기석
생물영상처리,김기석
고분자재료 및 공정,박영환
바이오소재실험 2,기창석
기능성바이오소재,기창석
생체모방소재특강,이기훈
바이오소재공학세미나 2,현진호
조경재료 및 시공,신동석
매질체환경공정,김성배
지역시스템공학세미나 1,김성배
지역시스템공학세미나 2,김성배
곤충분자생물학 및 실험,이시혁
사료가공학특강,김유용
곤충화학생태학,안용준
곤충과 바이오모듈레이션,안용준
농생명공학콜로퀴엄 2,이준호
동물 유전학 특강,한재용
축산학세미나 2,김유용
환경독성학특강,김정한
응용생명화학세미나 2,김정한
진균독소학,이인원
식물미생물학세미나 2,김국형
곤충학세미나 2,이준호
식품공학세미나 2,하남출
식품위해요소중점관리학,Dong Hyun Kang
지구화시대의 환경과 사회,구도완
지구환경과 에너지문제,김하나
생활속의 생태학,이도원
농림생태계 질병 및 해충 관리,이인복
인간과 동물의 관계특강,신남식
수의생화학 및 분자생물학 특강,조제열
실험동물의 질병,박재학
수의치과학 특론,서강문
소동물 흉부외과학 원론,김완희
동물병원 임상실습 2,서강문
동물세포신호전달학,한호재
수의생물공학 및 실습,장구
수의신경과학,김종남
수의기초임상신경과학,김종남
수의독성학 및 실습 2,김준성
수의사법규,한호재
소동물내과학 및 실습2,채준석
동물병원 경영학,한호재
소동물내과학병원실습 1,채준석
소동물내과학병원실습 2,채준석
대학원논문연구,신남식
동물 아카데미,서강문
"디자인, 공예 논리 및 논술에 관한 교육",강정현
평면조형 2,이만나
평면조형 2,김준현
입체조형 2,이종건
매체의 기초 2,사공홍주
매체의 기초 2,임선아
색채학,추선형
사진,서지영
한국근현대회화사,김은희
미술교재연구 및 지도법,성지영
중국근현대미술작품분석연구,정형민
전통채색기법 2,이정은
전통수묵기법 2,박재만
회화재료와 기법,차영규
신조형 2,정희우
회화 2,최수정
드로잉 2,임자혁
영상 2,이주현
설치 2,홍영인
작가와 작품론 2,강태성
작품연구: 형상과 표현,노충현
조각입문세미나2,권대훈
작품연구 : 시간·조형,정상현
공간과 회화,이영기
한국미술비평세미나,정형민
서양화전공세미나,김선정
근현대한국미술의 쟁점,임대근
연구작품세미나,홍영인
작품발표,김수영
개별작품연구 2,권대훈
현대공예문화론 2,이인화
도예현장사례연구,황승욱
현대도예세미나 2,장수홍
개별주제연구 2,김정후
시각디자인마케팅론,이순종
디자인스튜디오 32,이순종
피지컬인터랙션디자인,이재곤
디자인스튜디오 82,김수정
제품디자인문화연구,김상규
공간디자인특강,권영걸
도자와 문화 1,허보윤
공예작가론 1,이소현
개별연구 및 세미나 2,박정홍
도자조형 2,이인화
도자산업 및 유통 2,황승욱
기초금속공예 2,윤이랑
장신구 2,조성호
금속재료 및 기법 4,민준석
금속공예 4,서승현
공간과 장식 2,이승현
타이포그래피디자인,유지원
브랜드디자인,최웅림
AV디자인,이재곤
미디어디자인프로그래밍,강희원
모션그래픽디자인 2,정재은
시각디자인프로젝트 2,김경선
아이덴티티디자인 2,이장섭
디자인리서치,강명지
디자인영어,장희목
기초제품디자인 2,오세환
기초공간디자인 2,채정우
디자인관리,이순종
제품디자인 2,박영목
제품인터페이스,곽영미
공간디자인스튜디오 2,장성연
제품시스템디자인 2,정의철
공간디자인스튜디오 4,채정우
현대공간디자인특강,정승영
코드 이미지 표현,김원화
매체예술담론,이수영
화성법 및 대위법 2,배승혜
시창청음 2,배승혜
음악분석 2,이신우
연주,김승근
연주,연광철
작곡가특강(성),박온유
성악실기,한경석
성악실기,이세진
성악실기,양송미
독일가곡,조규희
성악앙상블,국은선
오페라사 2,양인준
프랑스가곡,박연희
현대가곡,변정윤
성악문헌연구,박연희
전공실기(성악),조혜진
작곡가 연구,강용식
대위법(작곡) 4,최우정
전자음악실기,Roland Breitenfeld
전자음악 이론 및 실습 2,이돈응
현대음악사 2,서정은
음악연구방법론,정문혁
피아노문헌세미나,김귀현
전공실기(피아노),강혜영
전공실기(현악),조영호
피아노실기,박정희
피아노실기,선수정
피아노문헌 2,권석란
관악실기(악기명),한기원
실내악앙상블(중주),허원경
한국춤 2,김태훈
전공실기(국악기악),정대석
전공실기(국악성악),이난초
국악작곡가특강,김승근
국악관현악,김성진
국악기악실기,최경환
국악실내악,심상욱
전통가창세미나,이주은
국악이론,김혜정
국악기악실기(전공악기명),정대석
국악기악실기(전공악기명),성애순
국악기악실기(전공악기명),김한승
국악기악실기(전공악기명),김보현
실내악 문헌 연주 및 세미나,김영률
전자음악연구,Roland Breitenfeld
현대음악문헌연구,서정은
현문헌분석연구,유선아
대학원논문연구,윤혜리
대학원논문연구,전상직
대학원논문연구,Hilary V. Finchum-Sung
한국중세음악사연구,김우진
교육심리,황혜영
교육행정 및 교육경영,김양선
교육행정 및 교육경영,김훈호
교육행정 및 교육경영,김근진
교육방법 및 교육공학,최태선
교육방법 및 교육공학,조한혁
교육방법 및 교육공학,백종호
교육방법 및 교육공학,김아미
특수교육학개론,고은영
특수교육학개론,이재호
교직실무,주소정
교직실무,박주영
교직실무,이기돈
교직실무,한문정
교직실무,김아미
교육과정,김선영
교육평가,함은혜
교육평가,박진동
프랑스어기초문법 2,정우향
사회와 법률,김자영
일반화학및실험 2,Junhua Yu
과학교재연구 및 지도법,이동욱
과학교육론,박형용
교육철학,나병현
교육학교과 논리 및 논술,방진하
교수이론,이재진
인적자원개발론,류혜현
한국교육사연구,우용제
교육철학세미나,조상식
청소년비행 및 약물상담,최은영
교육인적자원행정,진동섭
원격교육세미나,조영환
교육행정세미나,신정철
다변량통계분석법,하여진
평생교육경영세미나,조태준
교육법,김용
집단상담 및 교육프로그램 개발,김은하
학습사회와 인문교양교육 세미나,한숭희
교육통계분석론,하여진
고급상담이론과 기법,김수임
컴퓨터매개학습,최효선
교육심리학세미나,최효식
집단상담실습,권경인
가정교육연구방법론,이윤주
미술문화교육정책특강,김형숙
음악교육학 2,김용희
국악이론과 실제,성기련
음악이론과 실제,김규동
미술교육과 미술사,이혜진
가정자원관리세미나,이현아
의복환경학교육론,이주영
매체언어교육론,박준홍
문학교육원론,고정희
한국한문교육론,김종철
한국현대문학사교육론,정래필
작문교육론,이정찬
국어의미화용교육론,이지수
국어교육세미나,민병곤
국어규범론연구,구본관
서사교육론연구,윤대석
독서교육론연구,김혜정
국어문화교육론연구,김종철
한국어교육실습,김은애
국어교육연구방법론,민병곤
문학교육특수문제연구,윤여탁
한국어교육과정론연구,이수미
국어교육국제비교연구,정혜승
응용언어학연구,이주영
영어교재 및 교과과정,권오량
영어작문 2,Pamela A. You
어휘와 문법 지도법,김성우
영미희곡,손일수
영어통사론,양현권
영미시연구,민병천
영어통사론특강,양현권
영어학연구,김수정
영어교수법특강,오선영
프랑스어학습문법 2,최윤희
프랑스언어학의 이해 2,박동열
프랑스어교과교육론2,김은정
프랑스문학작품읽기와 지도법 2,황의조
프랑스어번역연습,장승일
프랑스어문법교육론,박동열
프랑스문학교육방법론,김진하
학습독작문,신혜선
상호문화소통과 독어교육,Albrecht Huwe
독일어권의 다문화교육,권오현
정치교육특강,Heemin Kim
역사교육사연구,양호환
국사교육특강,박평식
사회교육연구방법 2,조영달
사회와철학,홍남기
사회교육과조사방법,정숙금
사회과 교재연구 및 지도법,박새롬
현실정치와 시민교육,김지연
사회과학방법론,옹진환
사회과논술지도론,이상인
사회변동과교육,이미나
동양사교육강독,설배환
한국근대사,김태웅
역사적 사고와 논술,백은진
동양사특강,송요후
한국사상사특강,김태웅
한국사학사연구,서의식
서양중세사의제문제,김덕수
지리교과 교재 및 연구법,이동민
지리교과 논리 및 논술,류재명
자연지리실습,최광희
사회지리교육론,이재열
하천지형학,김종욱
원격탐사와지리교육,임영신
도덕윤리교과교육론,정창우
도덕가치교육론,노수미
동양인성론과 동양우주론,임명희
통일문제연구,박찬석
윤리교육세미나,송재범
국가와 윤리특강,임의진
공동체교육연구,조난심
신유가윤리사상연구,김병환
동양윤리고전강독,김근호
해석개론 2,정상권
미분방정식개론,김원자
다변수함수론,서아림
수리논리와 논술,김서령
수학교육연구 1,이경화
창의력과과학영재교육,신윤주
과학교육포럼 2,송진웅
초ㆍ중등 과학학습을 위한 아동용 도서의 통합적 활용,Sonya Nichole Martin
이론물리학세미나 1,김홍빈
무기화학 2,안지현
화학연구2,안지현
무기화학특론,안지현
고급분석화학,홍훈기
동물분류학 및 지도법,안주현
유전학교육,심현표
생물교수법,김영수
고체지구과학 및 실험 2,안인수
지구과학야외실습,안인수
지구과학 학습지도 및 교재연구,박은지
인공위성지구과학,김태성
